gene_symbol,wilcoxon_score,log2fc,pval,pval_adj
SYNGR1,8.522406,0.5618626,1.5627260620805874e-17,1.6957859125489818e-16
MYO9B,8.515896,0.5084733,1.653079113662297e-17,1.7905647098914782e-16
CCL2,8.510032,2.2059934,1.7388578571105533e-17,1.881421421596364e-16
EGR3,8.494261,0.7806997,1.9919718307912682e-17,2.149031148219041e-16
ST3GAL4-AS1,8.493545,0.8538954,2.0042828113433352e-17,2.161528503071142e-16
PHTF1,8.492944,1.0285466,2.014673161803511e-17,2.1719462334990495e-16
C16orf95,8.491221,1.72793,2.044769282136617e-17,2.2027943864408705e-16
NAA16,8.482827,0.71821326,2.1978749502408668e-17,2.3625963808934086e-16
PDGFC,8.471371,1.3495198,2.425227635761409e-17,2.5985330916790623e-16
CBL,8.470724,0.60805506,2.4387313248543685e-17,2.6120604640452067e-16
QSER1,8.462128,0.5208572,2.6254338375870772e-17,2.804959550592043e-16
RP11-10A14.5,8.4488945,2.214144,2.940743094109385e-17,3.1373202159007656e-16
MCM4,8.44847,0.5242673,2.951448657719497e-17,3.147612013628903e-16
TTLL4,8.439286,1.1941316,3.192821541149667e-17,3.4001491003940925e-16
SOX6,8.423385,1.0316522,3.657622538394522e-17,3.888169143156393e-16
CXCL8,8.422889,1.5322698,3.6731426522261897e-17,3.903271997092255e-16
FEZ1,8.422282,6.236798,3.692190971454939e-17,3.9221119740718006e-16
AGBL5,8.411575,0.63960177,4.045412928038868e-17,4.291197380998204e-16
IGHG3,8.411347,0.8421003,4.05326821792706e-17,4.2979965735957656e-16
NEK3,8.406289,1.1284034,4.231877416934212e-17,4.484191419732892e-16
SOS1,8.404019,0.64689237,4.314523752010295e-17,4.566882688448633e-16
CLDN1,8.397186,1.1314452,4.573029721878963e-17,4.837064842427151e-16
NXN,8.393631,4.282909,4.713537256558075e-17,4.982140179496667e-16
IL1R1,8.388424,1.2208114,4.927014544733884e-17,5.202234497818628e-16
PLCB4,8.386778,0.8138824,4.996468985557683e-17,5.27369585898426e-16
LY96,8.370169,2.7988396,5.753594532287018e-17,6.059922997821109e-16
IBA57,8.370107,0.89007497,5.756590723941464e-17,6.060931727866557e-16
TRIM22,8.3608055,1.3420728,6.229155678452623e-17,6.556158788935641e-16
UBTD1,8.354494,1.0777849,6.571363657304708e-17,6.89680041025912e-16
NAB1,8.342811,0.7918119,7.254552854838942e-17,7.6004094444301e-16
AQP1,8.338828,3.4025373,7.503058016683373e-17,7.855226197536856e-16
FHL1,8.3296995,4.19905,8.104754245268264e-17,8.476210269945877e-16
LRRC8A,8.325035,0.7242879,8.430385010923319e-17,8.81056722424545e-16
RGMA,8.319695,2.9076822,8.818977989569513e-17,9.206975862495448e-16
ZNF121,8.313325,0.53763807,9.305691338256702e-17,9.708284931943387e-16
GPC1,8.310125,0.66883326,9.560122262316576e-17,9.970225016676911e-16
SLC7A11,8.30501,3.0239718,9.981077653203585e-17,1.0405588424358422e-15
ZNF385D,8.304716,1.4241478,1.0005818260226279e-16,1.0427725002849911e-15
IRX4,8.286409,3.236534,1.1671851208777896e-16,1.2134236083587173e-15
TTF2,8.284247,0.8262925,1.1885876049565908e-16,1.2352420572588016e-15
GNA15,8.280009,1.7930547,1.231660869514656e-16,1.278939740221504e-15
RPS6KA4,8.278531,0.7176334,1.247035652543152e-16,1.2937233446289443e-15
CEP68,8.276959,0.6205583,1.263602447202841e-16,1.309996219061439e-15
TTC7A,8.273815,1.0908176,1.297389737981498e-16,1.3440867275053618e-15
PPP1R21,8.270073,0.59787136,1.338767415181643e-16,1.3864706219294947e-15
DDX11,8.264677,0.9153686,1.4007316826537358e-16,1.4491285706452166e-15
PLSCR4,8.246319,1.9447652,1.6334796892055338e-16,1.6863976249704214e-15
TBC1D22A,8.240609,0.502367,1.7133653520119848e-16,1.7676437200337386e-15
CARS,8.239187,0.5110746,1.7338385880612286e-16,1.787525060292112e-15
GTF2H2,8.239108,0.71387184,1.7349871529512597e-16,1.7880891860901146e-15
TLE4,8.227552,1.8887672,1.9107793063233517e-16,1.9665351718557364e-15
DLEU2,8.216201,0.779682,2.100522867632097e-16,2.1565900008047354e-15
PHLDB1,8.203026,0.65210295,2.344101350341003e-16,2.402522076859326e-15
E2F3,8.19639,0.7253935,2.477127565580498e-16,2.53711449904943e-15
MSANTD3,8.193183,1.1060373,2.5440786419893277e-16,2.602101488210137e-15
ROPN1B,8.1836405,3.5565321,2.753947353120457e-16,2.8128861783006032e-15
ZEB2,8.17859,4.236967,2.8718528909635816e-16,2.930295195848324e-15
FAM21A,8.177204,0.57356334,2.9050538254289816e-16,2.9621387308463616e-15
SLC6A6,8.175528,1.5202171,2.9457443559287267e-16,3.002599140720906e-15
TRAF3IP1,8.166972,0.5208425,3.1622604756333413e-16,3.2188802027389983e-15
GFOD1,8.162673,0.7698781,3.276916105722908e-16,3.3344471790369342e-15
SCARB1,8.160482,0.6823526,3.3369004915067384e-16,3.3943230350314694e-15
KCTD12,8.155252,3.6142974,3.484517950366098e-16,3.5408466239998358e-15
LY75,8.150935,2.2683523,3.6112127392088567e-16,3.667082936301125e-15
NR2F1-AS1,8.145503,3.842252,3.777078075472224e-16,3.83420493062532e-15
SHCBP1,8.138034,1.7642176,4.0174728228837546e-16,4.072673693924401e-15
SOD3,8.137434,1.029931,4.037448913335993e-16,4.091529261766158e-15
MALL,8.135235,0.66001976,4.1113910382950715e-16,4.163623628802022e-15
VEPH1,8.134854,2.1067808,4.1243368894404297e-16,4.173890698901712e-15
SRGAP2,8.133277,1.3307942,4.178373842306776e-16,4.222827649670543e-15
ASPM,8.123293,1.3801117,4.537019667638587e-16,4.580618192797898e-15
RIN1,8.118513,1.6349916,4.719296742536377e-16,4.7630295331240364e-15
SIPA1L2,8.116394,1.0129898,4.802393997447034e-16,4.8436085727982585e-15
MARCO,8.113753,3.36416,4.907959892247912e-16,4.945048169305562e-15
NFKBIE,8.107417,0.9605265,5.170716403944489e-16,5.206261796088096e-15
IL34,8.089351,2.7868452,5.998380964285387e-16,6.023298250965802e-15
LIMK1,8.086856,0.8483952,6.122480084605115e-16,6.14583728411762e-15
SNX29,8.084269,0.5358277,6.253828048220009e-16,6.275567646227659e-15
LRRC16A,8.078696,0.6976739,6.546276631695984e-16,6.560176713522639e-15
ORAI1,8.0772085,0.58334374,6.626605038530541e-16,6.638438261813632e-15
PPM1F,8.07704,1.4499336,6.635775535187959e-16,6.645386122861017e-15
PPM1K,8.075576,0.7228853,6.715919468507275e-16,6.7211185983549924e-15
BOLA3-AS1,8.061006,1.9214394,7.566942251891028e-16,7.552463711832022e-15
UHRF2,8.05833,0.8061071,7.734426645470856e-16,7.71703716274446e-15
MXI1,8.057805,0.50407207,7.767644676749382e-16,7.74758064990907e-15
GPSM2,8.057718,0.797204,7.773167581893344e-16,7.75048932637273e-15
ERLIN1,8.053718,1.012248,8.03161495457946e-16,8.00281526288576e-15
RP11-37B2.1,8.050173,0.52840513,8.267731616620256e-16,8.235325432394308e-15
ADAM12,8.049076,3.8647168,8.342137856980604e-16,8.303876293994117e-15
ADD2,8.044391,5.3460093,8.667557100059338e-16,8.624915503884347e-15
UTP14A,8.042075,0.52676,8.832989499116132e-16,8.783654741713041e-15
PEX5,8.031352,0.8124569,9.640437015111237e-16,9.55782306669898e-15
IGF2BP3,8.028614,5.660756,9.857971914323204e-16,9.766980304184333e-15
EGR2,8.028072,1.4063283,9.90160188381652e-16,9.806939667272371e-15
B3GNTL1,8.014407,0.9544643,1.1066929688387002e-15,1.0939262647101421e-14
ZNF267,8.006892,0.5117789,1.176433272862658e-15,1.1617034374634808e-14
TNFAIP8,7.9981146,0.67238367,1.2633867093150954e-15,1.2463263778389427e-14
COG4,7.9943957,0.5125899,1.3021111304780372e-15,1.283676069048524e-14
DSTYK,7.991203,0.6500766,1.3362838038077083e-15,1.3156200774375693e-14
ANKRD13A,7.989677,0.6084986,1.3529282886973335e-15,1.3315662630863229e-14
TMEM185B,7.9870086,0.6000179,1.3825274270591284e-15,1.3597978163661616e-14
SLC23A2,7.984999,1.0556161,1.4052318558322134e-15,1.3816719169794709e-14
CTGF,7.9838185,1.5684785,1.4187481746267794e-15,1.394039639001257e-14
FAM167B,7.9828596,2.6632915,1.4298132998410584e-15,1.4044479301015588e-14
OTULIN,7.9806643,0.72598493,1.4554811919604834e-15,1.4287164833463537e-14
MYO1B,7.977418,0.592281,1.4942638681597343e-15,1.4663019007258543e-14
PRR4,7.9720116,0.97913504,1.5611218125332275e-15,1.5308982470992894e-14
FOLR1,7.9700894,0.5995261,1.5855966122863652e-15,1.5543865503828056e-14
DOK5,7.959479,5.100308,1.7276531441581653e-15,1.6914162309929117e-14
FAM57A,7.957833,1.7807939,1.7507876498587511e-15,1.712937452887471e-14
SLC39A13,7.9526334,0.5484234,1.8258773221692433e-15,1.784642025642936e-14
TMEM64,7.949796,0.6509187,1.868184099609843e-15,1.8253932906243664e-14
CARNMT1,7.9446507,0.545561,1.947385146120841e-15,1.9015304613993752e-14
COQ2,7.940538,0.64043224,2.013060878469099e-15,1.96501441561135e-14
PRAME,7.9330053,1.7818474,2.13905543149889e-15,2.0866317304710135e-14
KCTD10,7.9269776,0.6944615,2.2454336773817506e-15,2.188249083238007e-14
MIRLET7BHG,7.9240103,0.8322364,2.299708095857618e-15,2.2382069006263358e-14
COL9A3,7.9208126,1.1193119,2.3596361768748227e-15,2.2942793475153403e-14
SLC41A1,7.9095273,1.275072,2.583682867165574e-15,2.508019676442508e-14
MB21D1,7.907482,1.4293737,2.6264649660738886e-15,2.5470542347121632e-14
P3H1,7.905555,0.926119,2.6674253094228296e-15,2.5859327266080535e-14
NOTCH1,7.9023676,1.7272602,2.7365520266322628e-15,2.650355094718471e-14
PRELP,7.9014883,3.7162871,2.7559299175935824e-15,2.6682534757346137e-14
SAMD9L,7.888971,1.0591244,3.0468867045235346e-15,2.945158725149488e-14
IL15,7.8879204,1.2731956,3.0726391644758314e-15,2.9681215164834274e-14
KNSTRN,7.884753,0.60885626,3.1515763576659216e-15,3.0423967481324955e-14
MICAL3,7.8836055,0.64587337,3.1806724736677627e-15,3.0684923640351584e-14
ISY1,7.8777647,0.5689657,3.332892885261842e-15,3.2132588896721906e-14
ZNHIT6,7.87652,0.5048295,3.366251056177502e-15,3.2433163529917583e-14
NCAPD2,7.867888,1.055975,3.6067836219540005e-15,3.4705662599209804e-14
CEACAM1,7.844226,1.3102951,4.356321446282124e-15,4.1782743729776256e-14
NREP,7.828043,0.9884991,4.955219335652865e-15,4.748099790749811e-14
GUCY1A3,7.825579,0.78440815,5.053255998071241e-15,4.8389198257859e-14
ADAT1,7.8157864,0.8318276,5.462087367764506e-15,5.223681045536895e-14
SLCO4A1,7.8090715,3.3315954,5.761076573009836e-15,5.5043087964428486e-14
AMPD2,7.7878227,1.1898242,6.817382689458038e-15,6.503087568355978e-14
SPARCL1,7.785026,2.358028,6.96987803586288e-15,6.64215973206125e-14
RAB11FIP2,7.777,0.7193121,7.426463856521955e-15,7.075009607368386e-14
ADORA2B,7.771338,1.3670497,7.766127486242526e-15,7.396228973364798e-14
YEATS2,7.7651014,0.7171083,8.158006036363385e-15,7.754539433478022e-14
LAMC2,7.7647257,1.5317305,8.182226898601671e-15,7.772592727671676e-14
FGF5,7.754391,7.788248,8.876839649006534e-15,8.413614067067621e-14
MECOM,7.7510476,3.4728227,9.113748222073709e-15,8.635407134701007e-14
KIF23,7.745005,1.1729219,9.557810683184433e-15,9.044633515058012e-14
RFC3,7.7431235,0.7725037,9.700360794965171e-15,9.176609211476278e-14
CLEC7A,7.7384076,1.4542402,1.006696531009805e-14,9.51131488926423e-14
MICALL1,7.7364445,1.3048328,1.0223556567535376e-14,9.649327796659433e-14
DFNA5,7.72405,3.6930425,1.1269070465831245e-14,1.0606624633129484e-13
EXTL2,7.7162485,0.79647213,1.1980352964311497e-14,1.1258275432612951e-13
METTL4,7.7160773,0.652199,1.1996453105555713e-14,1.126984329186376e-13
CLMP,7.7159624,2.5345771,1.200727858300398e-14,1.127645022452487e-13
CENPV,7.712527,0.9541351,1.2335067631638503e-14,1.1573321738450855e-13
LIPA,7.7106943,0.61130357,1.2513522633856842e-14,1.1737052633200806e-13
BEND6,7.7084165,3.481168,1.273882778292805e-14,1.1940843835744003e-13
TGM2,7.707494,1.6514552,1.2831245037770716e-14,1.2023681333376512e-13
CGREF1,7.7025504,0.9171018,1.3337703881454554e-14,1.249039211046577e-13
NDUFC2,7.7010884,0.51298875,1.3491227560103403e-14,1.2630184793594285e-13
MICAL1,7.7001834,1.3483077,1.3587110091553644e-14,1.2711942868224182e-13
THRA,7.69674,0.6705544,1.3958119544743699e-14,1.3054947103613224e-13
FIBIN,7.694989,5.3020444,1.4150597098903493e-14,1.3230808287474766e-13
TUSC3,7.6905546,0.84169686,1.464987429794522e-14,1.368902302013844e-13
ASF1B,7.6857285,0.65731937,1.521288059654652e-14,1.420171361937575e-13
NAV1,7.6840134,1.097673,1.5418058309454872e-14,1.4384221139473538e-13
FBXO17,7.6804295,2.1626904,1.5855587443993117e-14,1.47765231593131e-13
CDADC1,7.676401,0.5523536,1.6362011025118767e-14,1.5231423726044342e-13
VRK1,7.6761045,0.5545254,1.639990838508953e-14,1.526192413188942e-13
TPX2,7.6671457,0.75819725,1.7586623345958004e-14,1.6350940336002793e-13
CITED4,7.6649933,1.0317241,1.78840602635464e-14,1.6617086369250783e-13
ZNF562,7.6534343,0.5440956,1.956813742163316e-14,1.8142171186698434e-13
APCDD1L,7.6523867,6.2830048,1.97283275416263e-14,1.8279288338896067e-13
CSNK1G1,7.648299,0.5250106,2.0365488192117702e-14,1.8863771352530704e-13
CDC42EP3,7.642581,0.506536,2.1290967861966765e-14,1.9696463828246977e-13
ZBTB24,7.6352553,0.6182081,2.2537331695187007e-14,2.0817101065330703e-13
AGAP2-AS1,7.6226487,0.6078856,2.485228698244611e-14,2.2941106763398643e-13
PCOLCE2,7.6205115,6.1360707,2.5267220726832183e-14,2.328768130161036e-13
NINJ2,7.619962,1.956368,2.537502904841019e-14,2.337285435862392e-13
SAAL1,7.6137123,0.6429617,2.6633319874088113e-14,2.4501500613126913e-13
ALOX5,7.5876656,1.341457,3.2572054344121463e-14,2.989089172264702e-13
LHFPL2,7.5830693,1.1690501,3.374738020398461e-14,3.090270574699952e-13
USP12,7.5720806,0.5301202,3.672929131565392e-14,3.35505996524835e-13
PLEKHS1,7.564676,0.94584936,3.888334290026022e-14,3.5463755658080893e-13
CSGALNACT2,7.5632877,0.747325,3.930069281126392e-14,3.5822424873001537e-13
GPNMB,7.551164,1.2370747,4.313850617821535e-14,3.9248384461348746e-13
SLC1A3,7.550717,1.6703523,4.3286942633368e-14,3.936552844254879e-13
MARVELD1,7.5483294,2.541801,4.4087702987020595e-14,4.0075196359311626e-13
PEAK1,7.5443034,1.5626441,4.547113670070965e-14,4.130746433003972e-13
LMNB2,7.540132,0.5626469,4.6949660751013905e-14,4.2624557652210583e-13
LMNB1,7.537813,0.8282401,4.7791695857674234e-14,4.3362541743552885e-13
CAMK1,7.5361905,1.0356066,4.8390032483439e-14,4.3878647021350775e-13
POPDC3,7.5349684,3.5703032,4.8845287085590277e-14,4.4273131229084394e-13
SLC35B4,7.5322742,1.1968927,4.98640658328832e-14,4.5160166597901807e-13
TNFRSF19,7.5317936,2.7599034,5.0047966366889885e-14,4.5299122800205086e-13
SLIT2,7.523696,5.6947722,5.3249090670420256e-14,4.813789032847691e-13
SNX18,7.5172367,0.64992243,5.594610016147596e-14,5.05145884027077e-13
YRDC,7.5127916,0.8669709,5.78796514126247e-14,5.222870031719484e-13
PRELID3A,7.5014577,1.7051191,6.311199437584167e-14,5.681225942406602e-13
PDPR,7.494336,1.0030864,6.663464771977974e-14,5.994698882457522e-13
A4GALT,7.492759,1.5408623,6.744055313599615e-14,6.063531800400888e-13
GAS6,7.491918,1.5158387,6.787419124281707e-14,6.10067511554619e-13
GIT2,7.4896917,0.7380766,6.903548960512967e-14,6.201305777732086e-13
ATP11A,7.485426,1.5303701,7.131558872976268e-14,6.400321158170944e-13
AIF1L,7.4793653,0.61425406,7.468250121644137e-14,6.69238941732505e-13
EOGT,7.4779234,1.7451856,7.550612960180909e-14,6.76211973328491e-13
KLHDC4,7.4691815,0.59671915,8.069513685256847e-14,7.220308468364184e-13
RPS6KA3,7.4658256,1.0892395,8.277907025875465e-14,7.402316078206172e-13
SMURF2,7.4650073,0.631809,8.329492356850265e-14,7.446205539573931e-13
TK1,7.4529886,0.5525939,9.124922058807147e-14,8.137711684898408e-13
DSE,7.449047,1.5057726,9.401688451135603e-14,8.38202107099295e-13
B4GALT2,7.439357,0.6150017,1.0117676244590315e-13,9.004156473523012e-13
IGHA1,7.438079,1.0037863,1.0216021770438661e-13,9.086239165433823e-13
LINC00393,7.432823,3.4729278,1.0630388022823708e-13,9.44912786495119e-13
AVEN,7.4316754,1.268437,1.0723053482794721e-13,9.528647615180378e-13
RP4-665J23.1,7.429664,2.7850752,1.0887394999231253e-13,9.67179311359853e-13
PAM,7.421257,0.78933805,1.1601409410242884e-13,1.0290713186000944e-12
PLA2G15,7.4145393,0.7363719,1.2204827126197933e-13,1.0809833927412664e-12
ADGRE5,7.4134912,1.7568612,1.2301708149048357e-13,1.0892396914700858e-12
COL4A2,7.4066334,2.9051483,1.2954605958482265e-13,1.1463669612010511e-12
RCN3,7.3976126,1.5508003,1.3865453575947317e-13,1.2247817325420128e-12
MEIS2,7.395161,2.2805376,1.412366264511713e-13,1.2468493510310795e-12
SMTN,7.3910127,0.8409689,1.4571458483835043e-13,1.2833328646323084e-12
GPAT3,7.390793,2.5780141,1.459557170795693e-13,1.2850759064041558e-12
BIN3,7.388298,0.65202916,1.4871991376171763e-13,1.3086384125117345e-12
SOX10,7.386547,6.040832,1.5069060421637647e-13,1.3255869038951247e-12
ST5,7.3860154,0.7380872,1.5129406614187192e-13,1.330108358544139e-12
UBE2O,7.384822,0.61302084,1.526576182008445e-13,1.3413028847416398e-12
PLK1,7.3835974,1.0436891,1.5406875156173248e-13,1.3529020053706413e-12
TGDS,7.377951,0.53961015,1.6074407394349364e-13,1.4102695634588069e-12
MSRB3,7.3734574,2.8838923,1.6625887971949966e-13,1.4565042046847034e-12
CTSL,7.3667936,0.58670074,1.747808283989017e-13,1.5284583443483955e-12
OAF,7.354092,1.603044,1.9222904232502045e-13,1.6799788320082736e-12
CDH19,7.352216,5.4802613,1.9494744617161389e-13,1.7028121084079305e-12
HTRA1,7.3493123,3.887924,1.9922930103394974e-13,1.739191076818094e-12
CERCAM,7.3477836,0.75088227,2.0152028859069739e-13,1.7576423410581417e-12
LRCH1,7.3444123,1.1588976,2.0666537698958838e-13,1.8014604673208534e-12
THY1,7.343921,4.894487,2.0742500134785546e-13,1.8075520413469481e-12
TNFRSF10A,7.3383746,0.7468747,2.1620335587580005e-13,1.881842617170715e-12
RCCD1,7.328324,0.5066352,2.330488892379121e-13,2.026094334418374e-12
INPP1,7.3272657,1.2235253,2.348958577837905e-13,2.0415546739214972e-12
TCF7,7.3248653,1.2411628,2.391384531969216e-13,2.0778210487738367e-12
GRB14,7.321297,1.2253107,2.4558535586493774e-13,2.1332133759661682e-12
SERPING1,7.314943,1.1737312,2.574913854591119e-13,2.2340214076030857e-12
SLCO4A1-AS1,7.3147407,3.360342,2.5787888496142013e-13,2.2367307136983386e-12
CLSPN,7.301832,0.8832804,2.8387500478297554e-13,2.4571922903092322e-12
IGF2R,7.3010836,0.54830545,2.854598652572365e-13,2.4701915522972677e-12
CDCA3,7.299381,1.1446112,2.890947117653998e-13,2.500189954892563e-12
HSPG2,7.2868996,1.3852794,3.1716951562412104e-13,2.7390070310926492e-12
FAM13A,7.2857337,0.55653024,3.199240720041676e-13,2.7619925763356316e-12
PRC1,7.285074,0.58726394,3.214929642304739e-13,2.774731583589167e-12
MT1G,7.283436,1.1800158,3.2542365285393127e-13,2.8062127234065944e-12
CLCF1,7.2816133,1.2330486,3.2985131556122415e-13,2.8427446856759063e-12
CENPJ,7.276859,1.0403131,3.4168212101573885e-13,2.941295455750134e-12
DAPK2,7.273127,1.0490978,3.51259709666023e-13,3.0211180062192257e-12
DYNC1I1,7.267741,4.2272425,3.6554802729738855e-13,3.1412830912234835e-12
RFWD3,7.2664146,1.0448374,3.6915425459733285e-13,3.171356097065154e-12
NNT-AS1,7.265098,0.5922405,3.7276721608501975e-13,3.2014695655274094e-12
RP11-115C10.1,7.2610188,7.737439,3.8418586729980596e-13,3.2976323303767698e-12
SOAT1,7.2577777,0.6110197,3.9350205912558355e-13,3.37564821811338e-12
CHST14,7.2536187,0.8867227,4.0578140102791814e-13,3.478978776459945e-12
CNTRL,7.2479825,0.8830351,4.2302536307857625e-13,3.623685716051659e-12
PRRT3-AS1,7.245674,0.60961455,4.3029305548547915e-13,3.681698825539497e-12
TRIT1,7.238548,0.631278,4.535143094149827e-13,3.873697489754576e-12
ATXN1L,7.223193,0.85372776,5.078078856239933e-13,4.327501250575578e-12
CXCL1,7.218822,1.6458076,5.243975314479767e-13,4.465037744141665e-12
KTI12,7.2174497,0.95789963,5.297162089617623e-13,4.5077424273211445e-12
SNCA,7.2088637,4.214013,5.642075033152509e-13,4.7971351718822855e-12
NF2,7.2030816,0.5591363,5.886670496901979e-13,5.000810682411044e-12
ABCA1,7.199544,1.3384743,6.041427682679155e-13,5.127883793579769e-12
GAB2,7.19254,1.1832131,6.359683944063467e-13,5.391858645818051e-12
MPDZ,7.1851683,0.72887576,6.712443313483693e-13,5.687690995719882e-12
C15orf52,7.183471,1.166097,6.796342350223678e-13,5.753862388929403e-12
KLHL18,7.1730957,0.51540995,7.332052258927318e-13,6.198575769538981e-12
KIAA0101,7.15747,0.78978556,8.217944719335475e-13,6.93371595743478e-12
GAS1,7.147992,4.5310545,8.80563784380766e-13,7.41904307197317e-12
PQLC1,7.140858,0.65206134,9.275015423156364e-13,7.805661861780588e-12
BASP1,7.1388106,0.9137211,9.414200409871958e-13,7.918314590854962e-12
SNHG21,7.1381407,0.65905917,9.460169938330102e-13,7.95472943372084e-12
PLEKHF1,7.13616,0.9392861,9.597441971894193e-13,8.063315686643969e-12
PPTC7,7.131408,0.7974707,9.934736074399513e-13,8.339624723323566e-12
CCDC84,7.1266484,0.5913012,1.0284228674241614e-12,8.618403922526097e-12
SH3PXD2B,7.1241846,0.9554214,1.0469880848252177e-12,8.769041331298084e-12
PID1,7.119427,1.4286851,1.0837632221076306e-12,9.074495038841504e-12
FAP,7.1168942,5.4361386,1.1038605371660573e-12,9.237569758389637e-12
ZNF521,7.1164446,4.0080376,1.1074678330533334e-12,9.25993843649459e-12
CCZ1B,7.1147575,0.65701807,1.121098511690059e-12,9.371274120911027e-12
COG8,7.1134357,0.79365855,1.1318907424967842e-12,9.45882727562026e-12
POGLUT1,7.1097016,0.5490665,1.1629428447517774e-12,9.710131873913114e-12
CCDC93,7.109635,0.56971216,1.1635029511042604e-12,9.712081203027225e-12
RGS3,7.1085715,0.94673854,1.1725007372325084e-12,9.784441319150763e-12
TBC1D1,7.1066136,1.1878854,1.1892477416165103e-12,9.921409399967369e-12
DCAF15,7.1023064,0.67748463,1.226917146455421e-12,1.0229929196735567e-11
C16orf74,7.0996914,0.5655081,1.2503556577857253e-12,1.0419513669546796e-11
TTC5,7.092018,0.5792961,1.321701736543437e-12,1.0998644761445847e-11
HR,7.0901294,2.012577,1.3398687589754855e-12,1.1137354713619824e-11
UGT8,7.0899734,3.6496804,1.341379237339508e-12,1.114679398094343e-11
PALM3,7.08106,2.6689413,1.4305588433713616e-12,1.1867970449207782e-11
MCTP1,7.062247,2.7596505,1.6383142799573093e-12,1.3557472442518976e-11
ZFP90,7.061061,0.687268,1.6523607979317618e-12,1.3666103923478463e-11
DUBR,7.0562425,1.8460265,1.7106497858514152e-12,1.4140325294056195e-11
ADM,7.052383,0.9839466,1.7587937729245644e-12,1.4526170902879464e-11
DEDD,7.051493,0.56630147,1.7700762830653728e-12,1.4615295230320113e-11
COL16A1,7.0513654,0.7950107,1.7717031559086e-12,1.462466683360089e-11
CPOX,7.0448375,0.89295894,1.8567839412393083e-12,1.532271910210057e-11
CDC42EP2,7.0399218,0.7353715,1.9234770361075744e-12,1.586868554788749e-11
TCEANC,7.039012,1.9399073,1.9360789823086866e-12,1.5968220910120437e-11
RGS17,7.0358806,4.1960073,1.9800643404082435e-12,1.6326470613798754e-11
NRSN2-AS1,7.0357504,0.807062,1.981916665960383e-12,1.6337213260049922e-11
ARHGAP11A,7.0282173,1.4572586,2.091888583937107e-12,1.7205566601992256e-11
NAT10,7.0258327,0.70934653,2.1279362679451213e-12,1.749721489347685e-11
LRRC40,7.0248127,0.62234163,2.1435375120451162e-12,1.7620625061000123e-11
CD14,7.01661,1.5226408,2.2731594449162215e-12,1.8655216609355233e-11
NUMBL,7.013026,1.0198089,2.332175499060792e-12,1.9128985962365385e-11
TMEM220,7.0119834,0.92535573,2.3496304379214314e-12,1.9266839991924413e-11
CASC8,7.0116615,1.690426,2.3550467821327933e-12,1.9305929410850385e-11
ARHGAP10,7.0099206,0.51940036,2.3845334665434908e-12,1.953149684868805e-11
MEX3C,7.00649,0.71392936,2.4437045806121014e-12,1.9999633442152384e-11
TRAM2,7.0048723,1.0480738,2.4721121591794915e-12,2.0220993350449468e-11
C5orf46,6.999387,3.2284036,2.570850904046496e-12,2.1005526224241403e-11
GPER1,6.989689,4.2850084,2.754963838244684e-12,2.247896262418474e-11
TK2,6.9851775,0.8328862,2.844963063505177e-12,2.31942107944062e-11
RNASEH1-AS1,6.9831758,0.5153797,2.885806432015336e-12,2.3514300532505338e-11
MAK16,6.978787,0.62164307,2.977393160236986e-12,2.424728316442791e-11
SCLT1,6.9785466,0.9068959,2.9824886937637e-12,2.4282129335070126e-11
KLK7,6.9713564,4.181667,3.1389955835030384e-12,2.554934456181107e-11
LINC01588,6.9693294,0.8079489,3.184552237612309e-12,2.5913051910488994e-11
PIK3C2G,6.9657636,0.9718628,3.266271369627445e-12,2.656347008564902e-11
KLHL21,6.9622207,0.761958,3.3494985205806044e-12,2.7195696207652407e-11
ETS1,6.9604316,2.4324546,3.3923191921634607e-12,2.7528336937935637e-11
ZNF462,6.951848,0.92530406,3.6053147212233797e-12,2.917714278882274e-11
RELT,6.951531,1.2205637,3.6134259794283284e-12,2.9234828475195236e-11
ADAMTSL1,6.948477,8.375401,3.692517728822219e-12,2.985847963858337e-11
UBASH3B,6.948305,4.717999,3.69700206213177e-12,2.988661291826099e-11
PPP2R1B,6.9454193,0.5486925,3.773374432842463e-12,3.0479147517442257e-11
NMT2,6.944944,1.2233196,3.7861041345208704e-12,3.05736649189867e-11
DKK1,6.94408,0.6824866,3.809344466442417e-12,3.075298371456215e-11
CDKN2A,6.942393,0.81719226,3.855128903328746e-12,3.111415517987883e-11
ANKRD36,6.9360614,0.5279351,4.031821291852525e-12,3.249610801589892e-11
CLPB,6.935223,0.5001083,4.055805929594902e-12,3.267170894192501e-11
DEPDC1,6.923759,1.1550435,4.398142413175714e-12,3.5362349478354115e-11
ST3GAL6,6.922215,2.8405564,4.446357422014153e-12,3.57306878996613e-11
SPAST,6.9155207,0.6721201,4.6614859128011966e-12,3.741899585456749e-11
NCAM1,6.9153366,5.3432736,4.667541953169586e-12,3.745749659746054e-11
ST3GAL2,6.913872,1.7680446,4.716013661099285e-12,3.7834934286581174e-11
ACTG2,6.912149,4.3739004,4.7736610588159685e-12,3.8278118732949084e-11
MAGEA6,6.91049,1.487803,4.829822751023458e-12,3.8718015598862357e-11
CAD,6.909498,0.6163859,4.863707434582991e-12,3.897914101144369e-11
MAN2B1,6.907535,0.61393136,4.931466691181906e-12,3.9500888773952485e-11
